      DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE
                   (GMT)    (N)    (E)    (km)       (Local)
 1964 FEB 24   23 30 25.0   38.90   23.90    0         5.3
 1964 APR 11   16 00   .0   39.75   25.25    0         5.7
 1964 APR 21   08 14 40.0   38.50   22.25    0         4.5
 1964 APR 24   03 49 58.0   38.00   21.80    0         5.0
 1964 APR 29   04 21   .0   39.25   23.75    0         5.8
 1964 APR 29   17 00  3.0   39.25   23.75    0         5.2
 1964 APR 30   18 11   .0   39.25   23.75    0         4.9
 1964 MAY  2   23 24   .0   39.25   23.75    0         4.2
 1964 JUL 12   23 32 50.5   38.50   23.25    0         4.4
 1964 JUL 17   02 34 28.0   38.00   23.50  150         5.8
 1964 JUL 18   03 40 11.0   35.50   25.50    0         5.4
 1964 AUG 30   15 52 36.0   37.25   21.50    0         3.9
 1964 OCT  6   14 29 57.0   39.75   28.00    0         5.3
 1964 OCT  6   14 31 22.0   39.75   28.00    0         7.0
 1964 OCT 13   21 06 46.0   37.50   22.50    0         4.3
 1964 OCT 16   11 22  4.0   38.50   22.25    0         4.7
 1964 OCT 17   09 50 27.0   35.00   25.50    0         5.9
 1964 NOV  5   20 55 49.0   35.50   24.50    0         4.5
 1964 NOV 27   20 02 36.0   36.75   22.50    0         4.4
 1964 DEC 31   16 18  6.0   35.75   25.25  150         4.9
